+204.4080000,1
+210.8040000,1
+216.8430000,1
+222.3210000,1
+228.2260000,1
+233.9100000,1
+239.9430000,1
+245.7380000,1
+251.5600000,1
+257.3260000,1
+262.7880000,1
+268.4260000,1
+274.1550000,1
+279.6770000,1
+285.1880000,1
+290.6430000,1
+296.1540000,1
+302.1540000,1
+307.8930000,1
+313.5100000,1
+319.3270000,1
+324.7440000,1
+330.4050000,1
+335.9930000,1
+341.6380000,1
+347.6050000,1
+353.2210000,1
+358.6600000,1
+364.4220000,1
+369.8770000,1
+375.4760000,1
+380.9210000,1
+386.4430000,1
+392.4600000,1
+397.9550000,1
+403.4430000,1
+408.8430000,1
+414.0880000,1
+419.5930000,1
+425.1220000,1
+453.2890000,3
+463.3350000,3
+473.0010000,3
+482.7640000,3
+492.2540000,3
+501.9480000,3
+511.7490000,3
+521.9330000,3
+531.5840000,3
+541.2810000,3
+550.8550000,3
+560.4980000,3
+570.6660000,3
+580.4000000,3
+589.9650000,3
+599.5880000,3
+609.2140000,3
+618.8600000,3
+628.4340000,3
+638.1590000,3
+647.8020000,3
+658.2240000,3
+667.8750000,3
+677.5210000,3
+687.1640000,3
+696.7540000,3
+706.3880000,3
+716.1370000,3
+725.7310000,3
+735.2130000,3
+744.7830000,3
+754.3490000,3
+763.8090000,3
+773.4800000,3
+783.0590000,3
+792.7550000,3
+802.4030000,3
+811.9910000,3
+821.3410000,3
+830.7540000,3
+840.2560000,3
+849.8710000,3
+859.2770000,3
+868.7060000,3
+878.2170000,3
+887.6500000,3
+897.1870000,3
+906.7640000,3
+916.7680000,3
+926.2310000,3
+935.6870000,3
+945.2650000,3
+954.6680000,3
+964.3650000,3
+973.8950000,3
+983.4630000,3
+993.0060000,3
+1002.5390000,3
+1011.9760000,3
+1021.4600000,3
+1030.9030000,3
+1040.3180000,3
+1049.8080000,3
+1059.2000000,3
+1068.7060000,3
+1078.1480000,3
+1087.6830000,3
+1097.0410000,3
+1106.5430000,3
+1116.0080000,3
+1125.5670000,3
+1135.0550000,3
+1144.7500000,3
+1154.1740000,3
+1163.6050000,3
+1173.1990000,3
+1182.6850000,3
+1192.1840000,3
+1201.5690000,3
+1210.9980000,3
+1220.5050000,3
+1229.9550000,3
+1239.3330000,3
+1248.7650000,3
+1258.1820000,3
+1267.8140000,3
+1277.2580000,3
+1286.7490000,3
+1296.2540000,3
+1305.8040000,3
+1315.2570000,3
+1324.9030000,3
+1334.8130000,3
+1344.4250000,3
+1354.6520000,3
+1364.1540000,3
+1373.6820000,3
+1383.1520000,3
+1392.8050000,3
+1402.5040000,3
+1412.0550000,3
+1421.4690000,3
+1431.6010000,3
+1441.1800000,3
+1450.8150000,3
+1460.3730000,3
+1470.0520000,3
+1479.5690000,3
+1489.2330000,3
+1498.7160000,3
+1508.3960000,3
+1517.9660000,3
+1527.7860000,3
+1537.4550000,3
+1547.0440000,3
+1556.4460000,3
+1566.8280000,3
+1576.3190000,3
+1585.7370000,3
+1595.3090000,3
