preference_loop.thisRepN,preference_loop.thisTrialN,preference_loop.thisN,preference_loop.thisIndex,buy_loop.thisRepN,buy_loop.thisTrialN,buy_loop.thisN,buy_loop.thisIndex,Wel_come.started,img_continue.started,Dir_text.started,img_continue_4.started,Dir_text.stopped,No_Label_Start.started,img_continue_2.started,blank_img.started,blank_img.stopped,trigger_on_time,trigger_value,img_file,no_tag_image.started,Do_you_like.started,like_slider.started,like_slider.response,like_slider.rt,Label_Start_2.started,img_continue_3.started,tag_image.started,Would_you_buy.started,buy_slider.started,buy_slider.response,buy_slider.rt,Thank.started,img_continue_5.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,103,0,103,0,,,,,,,,1327.659525458992,1329.6928788749938,1320.2927499590005,03,Slide_024.png,,,,,,,,1320.2927499590005,1327.271904084002,1327.271904084002,0.0,0.3895299159921706,,,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
,,,,104,0,104,0,,,,,,,,1337.405837208993,1339.4462027919944,1329.6928788749938,03,Slide_018.png,,,,,,,,1329.6928788749938,1336.6732264169987,1336.6732264169987,0.0,0.7296867919940269,,,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
,,,,105,0,105,0,,,,,,,,1346.7392355839984,1348.7736895839917,1339.4462027919944,03,Slide_144.png,,,,,,,,1339.4462027919944,1346.4068169590028,1346.4068169590028,0.0,0.32954641699325293,,,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
,,,,106,0,106,0,,,,,,,,1356.2442097089952,1358.2768449169962,1348.7736895839917,03,Slide_150.png,,,,,,,,1348.7736895839917,1355.7448334999935,1355.7448334999935,0.0,0.4999576659902232,,,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
,,,,107,0,107,0,,,,,,,,1365.6895146250026,1367.7229902919935,1358.2768449169962,03,Slide_154.png,,,,,,,,1358.2768449169962,1365.2569980839908,1365.2569980839908,0.0,0.4312152920028893,,,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
,,,,108,0,108,0,,,,,,,,1375.6898312089907,1377.724821166994,1367.7229902919935,03,Slide_140.png,,,,,,,,1367.7229902919935,1374.6951842499984,1374.6951842499984,0.0,0.9913638329890091,,,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
,,,,109,0,109,0,,,,,,,,1385.0899043340032,1387.1233260419976,1377.724821166994,03,Slide_020.png,,,,,,,,1377.724821166994,1384.6908492090006,1384.6908492090006,0.0,0.3979561250016559,,,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
,,,,110,0,110,0,,,,,,,,1395.377491249994,1397.415241374998,1387.1233260419976,03,Slide_034.png,,,,,,,,1387.1233260419976,1394.09655987499,1394.09655987499,1.0,1.2826196660025744,,,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
,,,,111,0,111,0,,,,,,,,1404.9903296249977,1407.024600167002,1397.415241374998,03,Slide_008.png,,,,,,,,1397.415241374998,1404.3910717499966,1404.3910717499966,0.0,0.5959197500051232,,,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
,,,,112,0,112,0,,,,,,,,1414.4274631669978,1416.4637852919986,1407.024600167002,03,Slide_035.png,,,,,,,,1407.024600167002,1413.9951349589974,1413.9951349589974,1.0,0.4336198329983745,,,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
,,,,113,0,113,0,,,,,,,,1423.8782632090006,1425.9203972499963,1416.4637852919986,03,Slide_155.png,,,,,,,,1416.4637852919986,1423.4284105419938,1423.4284105419938,0.0,0.4503593749977881,,,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
,,,,114,0,114,0,,,,,,,,1433.3067677919898,1435.3399796669983,1425.9203972499963,03,Slide_143.png,,,,,,,,1425.9203972499963,1432.8915291669982,1432.8915291669982,1.0,0.4142198330082465,,,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
,,,,115,0,115,0,,,,,,,,1444.7575043749966,1446.7875856669998,1435.3399796669983,03,Slide_023.png,,,,,,,,1435.3399796669983,1442.312658541996,1442.312658541996,0.0,2.4411505830066744,,,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
,,,,116,0,116,0,,,,,,,,1453.990562084,1456.0241340419889,1446.7875856669998,03,Slide_022.png,,,,,,,,1446.7875856669998,1453.7604833749938,1453.7604833749938,0.0,0.20555004201014526,,,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
,,,,117,0,117,0,,,,,,,,1463.0908985419956,1465.1255433749902,1456.0241340419889,03,Slide_036.png,,,,,,,,1456.0241340419889,1462.9942928749952,1462.9942928749952,0.0,0.0978080419881735,,,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
,,,,118,0,118,0,,,,,,,,1472.8462366250023,1474.886794459002,1465.1255433749902,03,Slide_156.png,,,,,,,,1465.1255433749902,1472.097497249997,1472.097497249997,0.0,0.7492620830016676,,,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
,,,,119,0,119,0,,,,,,,,1482.2963738749968,1484.291677041998,1474.886794459002,03,Slide_142.png,,,,,,,,1474.886794459002,1481.8585873339907,1481.8585873339907,1.0,0.43878208300156984,,,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484.291677041998,1484.291677041998,00001,001,2023-05-01_17h18.56.766,My_experiment,2022.2.5,None,
