Welcome.started,image.started,image.stopped,Do_you_like.started,slider.started,slider.response,slider.rt,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate
9.629755667,12.6311555,14.63668975,14.63668975,14.63668975,2,2.655646417,17.29070017,20.28740733,,,,,,
